id,Var.1,week,value,year,mxtemp,mntemp,rain,soilmstre,relhum,mntemp_lag0,mntemp_lag1,mntemp_lag2,mntemp_lag3,mntemp_lag4,mntemp_lag5,mntemp_lag6,mntemp_lag7,mntemp_lag8,mntemp_lag9,rain_lag0,rain_lag1,rain_lag2,rain_lag3,rain_lag4,rain_lag5,rain_lag6,rain_lag7,rain_lag8,rain_lag9,mxtemp_lag0,mxtemp_lag1,mxtemp_lag2,mxtemp_lag3,mxtemp_lag4,mxtemp_lag5,mxtemp_lag6,mxtemp_lag7,mxtemp_lag8,mxtemp_lag9,soil_mstre_lag0,soil_mstre_lag1,soil_mstre_lag2,soil_mstre_lag3,soil_mstre_lag4,soil_mstre_lag5,soil_mstre_lag6,soil_mstre_lag7,soil_mstre_lag8,soil_mstre_lag9,rel_hum_lag0,rel_hum_lag1,rel_hum_lag2,rel_hum_lag3,rel_hum_lag4,rel_hum_lag5,rel_hum_lag6,rel_hum_lag7,rel_hum_lag8,rel_hum_lag9
149,X2012.44,45,0,2012,28.24135575,15.15889451,0,21.0877295,82.66705758,15.15889451,15.40739489,17.23078818,18.39109601,20.94587428,21.81425395,22.15039399,22.09299305,22.56714432,22.9587017,0,0,0,0,0,0,0,0,0,0,28.24135575,31.23315413,30.95899821,31.91214951,30.5155433,28.99662669,32.37457171,28.60166426,29.93411501,33.76446306,21.0877295,26.50737676,25.07592834,35.51649547,46.80282318,57.66579331,53.88504128,69.96601702,56.23048222,46.01700608,82.66705758,74.79763954,81.73702323,80.92985159,89.9512269,95.06855549,91.42761984,96.57172017,93.65337837,85.86347905
150,X2012.45,46,0,2012,29.50387675,12.67265666,0,19.32819685,70.90798894,12.67265666,15.15889451,15.40739489,17.23078818,18.39109601,20.94587428,21.81425395,22.15039399,22.09299305,22.56714432,0,0,0,0,0,0,0,0,0,0,29.50387675,28.24135575,31.23315413,30.95899821,31.91214951,30.5155433,28.99662669,32.37457171,28.60166426,29.93411501,19.32819685,21.0877295,26.50737676,25.07592834,35.51649547,46.80282318,57.66579331,53.88504128,69.96601702,56.23048222,70.90798894,82.66705758,74.79763954,81.73702323,80.92985159,89.9512269,95.06855549,91.42761984,96.57172017,93.65337837
151,X2012.46,47,0,2012,29.49383459,13.13344999,0,16.14461266,76.18549638,13.13344999,12.67265666,15.15889451,15.40739489,17.23078818,18.39109601,20.94587428,21.81425395,22.15039399,22.09299305,0,0,0,0,0,0,0,0,0,0,29.49383459,29.50387675,28.24135575,31.23315413,30.95899821,31.91214951,30.5155433,28.99662669,32.37457171,28.60166426,16.14461266,19.32819685,21.0877295,26.50737676,25.07592834,35.51649547,46.80282318,57.66579331,53.88504128,69.96601702,76.18549638,70.90798894,82.66705758,74.79763954,81.73702323,80.92985159,89.9512269,95.06855549,91.42761984,96.57172017
152,X2012.47,48,0,2012,26.85563328,11.74892885,0,12.91415071,84.52348984,11.74892885,13.13344999,12.67265666,15.15889451,15.40739489,17.23078818,18.39109601,20.94587428,21.81425395,22.15039399,0,0,0,0,0,0,0,0,0,0,26.85563328,29.49383459,29.50387675,28.24135575,31.23315413,30.95899821,31.91214951,30.5155433,28.99662669,32.37457171,12.91415071,16.14461266,19.32819685,21.0877295,26.50737676,25.07592834,35.51649547,46.80282318,57.66579331,53.88504128,84.52348984,76.18549638,70.90798894,82.66705758,74.79763954,81.73702323,80.92985159,89.9512269,95.06855549,91.42761984
153,X2012.48,49,0,2012,27.16760125,11.27763889,0,12.08717945,83.60329814,11.27763889,11.74892885,13.13344999,12.67265666,15.15889451,15.40739489,17.23078818,18.39109601,20.94587428,21.81425395,0,0,0,0,0,0,0,0,0,0,27.16760125,26.85563328,29.49383459,29.50387675,28.24135575,31.23315413,30.95899821,31.91214951,30.5155433,28.99662669,12.08717945,12.91415071,16.14461266,19.32819685,21.0877295,26.50737676,25.07592834,35.51649547,46.80282318,57.66579331,83.60329814,84.52348984,76.18549638,70.90798894,82.66705758,74.79763954,81.73702323,80.92985159,89.9512269,95.06855549
154,X2012.49,50,0,2012,23.02884175,11.9884844,0,10.65249002,88.67282718,11.9884844,11.27763889,11.74892885,13.13344999,12.67265666,15.15889451,15.40739489,17.23078818,18.39109601,20.94587428,0,0,0,0,0,0,0,0,0,0,23.02884175,27.16760125,26.85563328,29.49383459,29.50387675,28.24135575,31.23315413,30.95899821,31.91214951,30.5155433,10.65249002,12.08717945,12.91415071,16.14461266,19.32819685,21.0877295,26.50737676,25.07592834,35.51649547,46.80282318,88.67282718,83.60329814,84.52348984,76.18549638,70.90798894,82.66705758,74.79763954,81.73702323,80.92985159,89.9512269
155,X2012.50,51,0,2012,23.82754819,10.08990723,0,9.464839104,84.95966889,10.08990723,11.9884844,11.27763889,11.74892885,13.13344999,12.67265666,15.15889451,15.40739489,17.23078818,18.39109601,0,0,0,0,0,0,0,0,0,0,23.82754819,23.02884175,27.16760125,26.85563328,29.49383459,29.50387675,28.24135575,31.23315413,30.95899821,31.91214951,9.464839104,10.65249002,12.08717945,12.91415071,16.14461266,19.32819685,21.0877295,26.50737676,25.07592834,35.51649547,84.95966889,88.67282718,83.60329814,84.52348984,76.18549638,70.90798894,82.66705758,74.79763954,81.73702323,80.92985159
156,X2012.51,52,0,2012,28.95890571,8.412850074,0,5.459883695,70.68538564,8.412850074,10.08990723,11.9884844,11.27763889,11.74892885,13.13344999,12.67265666,15.15889451,15.40739489,17.23078818,0,0,0,0,0,0,0,0,0,0,28.95890571,23.82754819,23.02884175,27.16760125,26.85563328,29.49383459,29.50387675,28.24135575,31.23315413,30.95899821,5.459883695,9.464839104,10.65249002,12.08717945,12.91415071,16.14461266,19.32819685,21.0877295,26.50737676,25.07592834,70.68538564,84.95966889,88.67282718,83.60329814,84.52348984,76.18549638,70.90798894,82.66705758,74.79763954,81.73702323
157,X2013,1,0,2013,23.94958303,9.336884139,8.313084112,4.1003122,87.44973709,9.336884139,8.412850074,10.08990723,11.9884844,11.27763889,11.74892885,13.13344999,12.67265666,15.15889451,15.40739489,8.313084112,0,0,0,0,0,0,0,0,0,23.94958303,28.95890571,23.82754819,23.02884175,27.16760125,26.85563328,29.49383459,29.50387675,28.24135575,31.23315413,4.1003122,5.459883695,9.464839104,10.65249002,12.08717945,12.91415071,16.14461266,19.32819685,21.0877295,26.50737676,87.44973709,70.68538564,84.95966889,88.67282718,83.60329814,84.52348984,76.18549638,70.90798894,82.66705758,74.79763954
158,X2013.1,2,0,2013,21.68909859,7.019012077,5.107476636,1.660506788,83.35347622,7.019012077,9.336884139,8.412850074,10.08990723,11.9884844,11.27763889,11.74892885,13.13344999,12.67265666,15.15889451,5.107476636,8.313084112,0,0,0,0,0,0,0,0,21.68909859,23.94958303,28.95890571,23.82754819,23.02884175,27.16760125,26.85563328,29.49383459,29.50387675,28.24135575,1.660506788,4.1003122,5.459883695,9.464839104,10.65249002,12.08717945,12.91415071,16.14461266,19.32819685,21.0877295,83.35347622,87.44973709,70.68538564,84.95966889,88.67282718,83.60329814,84.52348984,76.18549638,70.90798894,82.66705758
159,X2013.2,3,0,2013,25.99961015,9.695048209,11.74672897,2.111083497,81.98422591,9.695048209,7.019012077,9.336884139,8.412850074,10.08990723,11.9884844,11.27763889,11.74892885,13.13344999,12.67265666,11.74672897,5.107476636,8.313084112,0,0,0,0,0,0,0,25.99961015,21.68909859,23.94958303,28.95890571,23.82754819,23.02884175,27.16760125,26.85563328,29.49383459,29.50387675,2.111083497,1.660506788,4.1003122,5.459883695,9.464839104,10.65249002,12.08717945,12.91415071,16.14461266,19.32819685,81.98422591,83.35347622,87.44973709,70.68538564,84.95966889,88.67282718,83.60329814,84.52348984,76.18549638,70.90798894
160,X2013.3,4,0,2013,26.14692422,8.469809289,0,0.799636057,75.15810625,8.469809289,9.695048209,7.019012077,9.336884139,8.412850074,10.08990723,11.9884844,11.27763889,11.74892885,13.13344999,0,11.74672897,5.107476636,8.313084112,0,0,0,0,0,0,26.14692422,25.99961015,21.68909859,23.94958303,28.95890571,23.82754819,23.02884175,27.16760125,26.85563328,29.49383459,0.799636057,2.111083497,1.660506788,4.1003122,5.459883695,9.464839104,10.65249002,12.08717945,12.91415071,16.14461266,75.15810625,81.98422591,83.35347622,87.44973709,70.68538564,84.95966889,88.67282718,83.60329814,84.52348984,76.18549638
161,X2013.4,5,0,2013,27.4841046,10.30489493,0.374766355,1.213338807,75.58433815,10.30489493,8.469809289,9.695048209,7.019012077,9.336884139,8.412850074,10.08990723,11.9884844,11.27763889,11.74892885,0.374766355,0,11.74672897,5.107476636,8.313084112,0,0,0,0,0,27.4841046,26.14692422,25.99961015,21.68909859,23.94958303,28.95890571,23.82754819,23.02884175,27.16760125,26.85563328,1.213338807,0.799636057,2.111083497,1.660506788,4.1003122,5.459883695,9.464839104,10.65249002,12.08717945,12.91415071,75.58433815,75.15810625,81.98422591,83.35347622,87.44973709,70.68538564,84.95966889,88.67282718,83.60329814,84.52348984
162,X2013.5,6,0,2013,29.40364698,11.80033117,0.164485981,1.94530623,78.70055353,11.80033117,10.30489493,8.469809289,9.695048209,7.019012077,9.336884139,8.412850074,10.08990723,11.9884844,11.27763889,0.164485981,0.374766355,0,11.74672897,5.107476636,8.313084112,0,0,0,0,29.40364698,27.4841046,26.14692422,25.99961015,21.68909859,23.94958303,28.95890571,23.82754819,23.02884175,27.16760125,1.94530623,1.213338807,0.799636057,2.111083497,1.660506788,4.1003122,5.459883695,9.464839104,10.65249002,12.08717945,78.70055353,75.58433815,75.15810625,81.98422591,83.35347622,87.44973709,70.68538564,84.95966889,88.67282718,83.60329814
163,X2013.6,7,0,2013,28.03346222,12.97970518,31.45280374,3.955378738,84.11090562,12.97970518,11.80033117,10.30489493,8.469809289,9.695048209,7.019012077,9.336884139,8.412850074,10.08990723,11.9884844,31.45280374,0.164485981,0.374766355,0,11.74672897,5.107476636,8.313084112,0,0,0,28.03346222,29.40364698,27.4841046,26.14692422,25.99961015,21.68909859,23.94958303,28.95890571,23.82754819,23.02884175,3.955378738,1.94530623,1.213338807,0.799636057,2.111083497,1.660506788,4.1003122,5.459883695,9.464839104,10.65249002,84.11090562,78.70055353,75.58433815,75.15810625,81.98422591,83.35347622,87.44973709,70.68538564,84.95966889,88.67282718
164,X2013.7,8,0,2013,31.13522395,12.80673613,5.889719626,6.387526084,74.96195312,12.80673613,12.97970518,11.80033117,10.30489493,8.469809289,9.695048209,7.019012077,9.336884139,8.412850074,10.08990723,5.889719626,31.45280374,0.164485981,0.374766355,0,11.74672897,5.107476636,8.313084112,0,0,31.13522395,28.03346222,29.40364698,27.4841046,26.14692422,25.99961015,21.68909859,23.94958303,28.95890571,23.82754819,6.387526084,3.955378738,1.94530623,1.213338807,0.799636057,2.111083497,1.660506788,4.1003122,5.459883695,9.464839104,74.96195312,84.11090562,78.70055353,75.58433815,75.15810625,81.98422591,83.35347622,87.44973709,70.68538564,84.95966889
165,X2013.8,9,0,2013,32.69113748,14.88763239,0.01682243,7.031181952,78.71320085,14.88763239,12.80673613,12.97970518,11.80033117,10.30489493,8.469809289,9.695048209,7.019012077,9.336884139,8.412850074,0.01682243,5.889719626,31.45280374,0.164485981,0.374766355,0,11.74672897,5.107476636,8.313084112,0,32.69113748,31.13522395,28.03346222,29.40364698,27.4841046,26.14692422,25.99961015,21.68909859,23.94958303,28.95890571,7.031181952,6.387526084,3.955378738,1.94530623,1.213338807,0.799636057,2.111083497,1.660506788,4.1003122,5.459883695,78.71320085,74.96195312,84.11090562,78.70055353,75.58433815,75.15810625,81.98422591,83.35347622,87.44973709,70.68538564
166,X2013.9,10,0,2013,32.55402454,15.27028421,4.330841121,4.853751178,77.16047757,15.27028421,14.88763239,12.80673613,12.97970518,11.80033117,10.30489493,8.469809289,9.695048209,7.019012077,9.336884139,4.330841121,0.01682243,5.889719626,31.45280374,0.164485981,0.374766355,0,11.74672897,5.107476636,8.313084112,32.55402454,32.69113748,31.13522395,28.03346222,29.40364698,27.4841046,26.14692422,25.99961015,21.68909859,23.94958303,4.853751178,7.031181952,6.387526084,3.955378738,1.94530623,1.213338807,0.799636057,2.111083497,1.660506788,4.1003122,77.16047757,78.71320085,74.96195312,84.11090562,78.70055353,75.58433815,75.15810625,81.98422591,83.35347622,87.44973709
167,X2013.10,11,0,2013,31.76496103,16.5542151,32.19813084,7.094743749,85.14117595,16.5542151,15.27028421,14.88763239,12.80673613,12.97970518,11.80033117,10.30489493,8.469809289,9.695048209,7.019012077,32.19813084,4.330841121,0.01682243,5.889719626,31.45280374,0.164485981,0.374766355,0,11.74672897,5.107476636,31.76496103,32.55402454,32.69113748,31.13522395,28.03346222,29.40364698,27.4841046,26.14692422,25.99961015,21.68909859,7.094743749,4.853751178,7.031181952,6.387526084,3.955378738,1.94530623,1.213338807,0.799636057,2.111083497,1.660506788,85.14117595,77.16047757,78.71320085,74.96195312,84.11090562,78.70055353,75.58433815,75.15810625,81.98422591,83.35347622
168,X2013.11,12,0,2013,27.94771731,15.9422846,37.2682243,11.01625343,85.79212821,15.9422846,16.5542151,15.27028421,14.88763239,12.80673613,12.97970518,11.80033117,10.30489493,8.469809289,9.695048209,37.2682243,32.19813084,4.330841121,0.01682243,5.889719626,31.45280374,0.164485981,0.374766355,0,11.74672897,27.94771731,31.76496103,32.55402454,32.69113748,31.13522395,28.03346222,29.40364698,27.4841046,26.14692422,25.99961015,11.01625343,7.094743749,4.853751178,7.031181952,6.387526084,3.955378738,1.94530623,1.213338807,0.799636057,2.111083497,85.79212821,85.14117595,77.16047757,78.71320085,74.96195312,84.11090562,78.70055353,75.58433815,75.15810625,81.98422591
169,X2013.12,13,0,2013,29.31493224,17.80758116,64.02196262,17.97624176,89.28620138,17.80758116,15.9422846,16.5542151,15.27028421,14.88763239,12.80673613,12.97970518,11.80033117,10.30489493,8.469809289,64.02196262,37.2682243,32.19813084,4.330841121,0.01682243,5.889719626,31.45280374,0.164485981,0.374766355,0,29.31493224,27.94771731,31.76496103,32.55402454,32.69113748,31.13522395,28.03346222,29.40364698,27.4841046,26.14692422,17.97624176,11.01625343,7.094743749,4.853751178,7.031181952,6.387526084,3.955378738,1.94530623,1.213338807,0.799636057,89.28620138,85.79212821,85.14117595,77.16047757,78.71320085,74.96195312,84.11090562,78.70055353,75.58433815,75.15810625
170,X2013.13,14,0,2013,29.60427806,17.70735799,42.23738318,18.29947081,86.0992436,17.70735799,17.80758116,15.9422846,16.5542151,15.27028421,14.88763239,12.80673613,12.97970518,11.80033117,10.30489493,42.23738318,64.02196262,37.2682243,32.19813084,4.330841121,0.01682243,5.889719626,31.45280374,0.164485981,0.374766355,29.60427806,29.31493224,27.94771731,31.76496103,32.55402454,32.69113748,31.13522395,28.03346222,29.40364698,27.4841046,18.29947081,17.97624176,11.01625343,7.094743749,4.853751178,7.031181952,6.387526084,3.955378738,1.94530623,1.213338807,86.0992436,89.28620138,85.79212821,85.14117595,77.16047757,78.71320085,74.96195312,84.11090562,78.70055353,75.58433815
171,X2013.14,15,0,2013,29.4316182,19.20276231,109.1481308,22.1110886,89.89928863,19.20276231,17.70735799,17.80758116,15.9422846,16.5542151,15.27028421,14.88763239,12.80673613,12.97970518,11.80033117,109.1481308,42.23738318,64.02196262,37.2682243,32.19813084,4.330841121,0.01682243,5.889719626,31.45280374,0.164485981,29.4316182,29.60427806,29.31493224,27.94771731,31.76496103,32.55402454,32.69113748,31.13522395,28.03346222,29.40364698,22.1110886,18.29947081,17.97624176,11.01625343,7.094743749,4.853751178,7.031181952,6.387526084,3.955378738,1.94530623,89.89928863,86.0992436,89.28620138,85.79212821,85.14117595,77.16047757,78.71320085,74.96195312,84.11090562,78.70055353
172,X2013.15,16,0,2013,27.73970316,18.22634962,38.42616822,21.96209083,88.73718496,18.22634962,19.20276231,17.70735799,17.80758116,15.9422846,16.5542151,15.27028421,14.88763239,12.80673613,12.97970518,38.42616822,109.1481308,42.23738318,64.02196262,37.2682243,32.19813084,4.330841121,0.01682243,5.889719626,31.45280374,27.73970316,29.4316182,29.60427806,29.31493224,27.94771731,31.76496103,32.55402454,32.69113748,31.13522395,28.03346222,21.96209083,22.1110886,18.29947081,17.97624176,11.01625343,7.094743749,4.853751178,7.031181952,6.387526084,3.955378738,88.73718496,89.89928863,86.0992436,89.28620138,85.79212821,85.14117595,77.16047757,78.71320085,74.96195312,84.11090562
173,X2013.16,17,0,2013,32.20625166,19.80894171,21.57663551,24.2675003,83.88465754,19.80894171,18.22634962,19.20276231,17.70735799,17.80758116,15.9422846,16.5542151,15.27028421,14.88763239,12.80673613,21.57663551,38.42616822,109.1481308,42.23738318,64.02196262,37.2682243,32.19813084,4.330841121,0.01682243,5.889719626,32.20625166,27.73970316,29.4316182,29.60427806,29.31493224,27.94771731,31.76496103,32.55402454,32.69113748,31.13522395,24.2675003,21.96209083,22.1110886,18.29947081,17.97624176,11.01625343,7.094743749,4.853751178,7.031181952,6.387526084,83.88465754,88.73718496,89.89928863,86.0992436,89.28620138,85.79212821,85.14117595,77.16047757,78.71320085,74.96195312
174,X2013.17,18,0,2013,25.24391141,19.81507405,157.1831776,30.29252632,91.56238021,19.81507405,19.80894171,18.22634962,19.20276231,17.70735799,17.80758116,15.9422846,16.5542151,15.27028421,14.88763239,157.1831776,21.57663551,38.42616822,109.1481308,42.23738318,64.02196262,37.2682243,32.19813084,4.330841121,0.01682243,25.24391141,32.20625166,27.73970316,29.4316182,29.60427806,29.31493224,27.94771731,31.76496103,32.55402454,32.69113748,30.29252632,24.2675003,21.96209083,22.1110886,18.29947081,17.97624176,11.01625343,7.094743749,4.853751178,7.031181952,91.56238021,83.88465754,88.73718496,89.89928863,86.0992436,89.28620138,85.79212821,85.14117595,77.16047757,78.71320085
175,X2013.18,19,0,2013,29.69678675,20.45631145,47.8046729,27.79293525,91.33791806,20.45631145,19.81507405,19.80894171,18.22634962,19.20276231,17.70735799,17.80758116,15.9422846,16.5542151,15.27028421,47.8046729,157.1831776,21.57663551,38.42616822,109.1481308,42.23738318,64.02196262,37.2682243,32.19813084,4.330841121,29.69678675,25.24391141,32.20625166,27.73970316,29.4316182,29.60427806,29.31493224,27.94771731,31.76496103,32.55402454,27.79293525,30.29252632,24.2675003,21.96209083,22.1110886,18.29947081,17.97624176,11.01625343,7.094743749,4.853751178,91.33791806,91.56238021,83.88465754,88.73718496,89.89928863,86.0992436,89.28620138,85.79212821,85.14117595,77.16047757
176,X2013.19,20,0,2013,29.24345146,20.90246774,85.23084112,33.71750813,91.64445287,20.90246774,20.45631145,19.81507405,19.80894171,18.22634962,19.20276231,17.70735799,17.80758116,15.9422846,16.5542151,85.23084112,47.8046729,157.1831776,21.57663551,38.42616822,109.1481308,42.23738318,64.02196262,37.2682243,32.19813084,29.24345146,29.69678675,25.24391141,32.20625166,27.73970316,29.4316182,29.60427806,29.31493224,27.94771731,31.76496103,33.71750813,27.79293525,30.29252632,24.2675003,21.96209083,22.1110886,18.29947081,17.97624176,11.01625343,7.094743749,91.64445287,91.33791806,91.56238021,83.88465754,88.73718496,89.89928863,86.0992436,89.28620138,85.79212821,85.14117595
177,X2013.20,21,0,2013,33.87177158,23.55826501,45.22570093,36.32879231,87.86378032,23.55826501,20.90246774,20.45631145,19.81507405,19.80894171,18.22634962,19.20276231,17.70735799,17.80758116,15.9422846,45.22570093,85.23084112,47.8046729,157.1831776,21.57663551,38.42616822,109.1481308,42.23738318,64.02196262,37.2682243,33.87177158,29.24345146,29.69678675,25.24391141,32.20625166,27.73970316,29.4316182,29.60427806,29.31493224,27.94771731,36.32879231,33.71750813,27.79293525,30.29252632,24.2675003,21.96209083,22.1110886,18.29947081,17.97624176,11.01625343,87.86378032,91.64445287,91.33791806,91.56238021,83.88465754,88.73718496,89.89928863,86.0992436,89.28620138,85.79212821
178,X2013.21,22,0,2013,33.20676258,23.54989126,54.56962617,46.4168966,91.44098119,23.54989126,23.55826501,20.90246774,20.45631145,19.81507405,19.80894171,18.22634962,19.20276231,17.70735799,17.80758116,54.56962617,45.22570093,85.23084112,47.8046729,157.1831776,21.57663551,38.42616822,109.1481308,42.23738318,64.02196262,33.20676258,33.87177158,29.24345146,29.69678675,25.24391141,32.20625166,27.73970316,29.4316182,29.60427806,29.31493224,46.4168966,36.32879231,33.71750813,27.79293525,30.29252632,24.2675003,21.96209083,22.1110886,18.29947081,17.97624176,91.44098119,87.86378032,91.64445287,91.33791806,91.56238021,83.88465754,88.73718496,89.89928863,86.0992436,89.28620138
179,X2013.22,23,0,2013,33.42068162,24.1460081,42.60794393,49.45322135,91.95026441,24.1460081,23.54989126,23.55826501,20.90246774,20.45631145,19.81507405,19.80894171,18.22634962,19.20276231,17.70735799,42.60794393,54.56962617,45.22570093,85.23084112,47.8046729,157.1831776,21.57663551,38.42616822,109.1481308,42.23738318,33.42068162,33.20676258,33.87177158,29.24345146,29.69678675,25.24391141,32.20625166,27.73970316,29.4316182,29.60427806,49.45322135,46.4168966,36.32879231,33.71750813,27.79293525,30.29252632,24.2675003,21.96209083,22.1110886,18.29947081,91.95026441,91.44098119,87.86378032,91.64445287,91.33791806,91.56238021,83.88465754,88.73718496,89.89928863,86.0992436
180,X2013.23,24,0,2013,36.18999824,24.30389591,9.871028037,37.4879066,79.14867391,24.30389591,24.1460081,23.54989126,23.55826501,20.90246774,20.45631145,19.81507405,19.80894171,18.22634962,19.20276231,9.871028037,42.60794393,54.56962617,45.22570093,85.23084112,47.8046729,157.1831776,21.57663551,38.42616822,109.1481308,36.18999824,33.42068162,33.20676258,33.87177158,29.24345146,29.69678675,25.24391141,32.20625166,27.73970316,29.4316182,37.4879066,49.45322135,46.4168966,36.32879231,33.71750813,27.79293525,30.29252632,24.2675003,21.96209083,22.1110886,79.14867391,91.95026441,91.44098119,87.86378032,91.64445287,91.33791806,91.56238021,83.88465754,88.73718496,89.89928863
181,X2013.24,25,0,2013,34.34197752,24.56116292,36.42990654,45.7036415,92.00281635,24.56116292,24.30389591,24.1460081,23.54989126,23.55826501,20.90246774,20.45631145,19.81507405,19.80894171,18.22634962,36.42990654,9.871028037,42.60794393,54.56962617,45.22570093,85.23084112,47.8046729,157.1831776,21.57663551,38.42616822,34.34197752,36.18999824,33.42068162,33.20676258,33.87177158,29.24345146,29.69678675,25.24391141,32.20625166,27.73970316,45.7036415,37.4879066,49.45322135,46.4168966,36.32879231,33.71750813,27.79293525,30.29252632,24.2675003,21.96209083,92.00281635,79.14867391,91.95026441,91.44098119,87.86378032,91.64445287,91.33791806,91.56238021,83.88465754,88.73718496
182,X2013.25,26,0,2013,32.30527629,23.94560001,199.7546729,57.86609099,96.37959814,23.94560001,24.56116292,24.30389591,24.1460081,23.54989126,23.55826501,20.90246774,20.45631145,19.81507405,19.80894171,199.7546729,36.42990654,9.871028037,42.60794393,54.56962617,45.22570093,85.23084112,47.8046729,157.1831776,21.57663551,32.30527629,34.34197752,36.18999824,33.42068162,33.20676258,33.87177158,29.24345146,29.69678675,25.24391141,32.20625166,57.86609099,45.7036415,37.4879066,49.45322135,46.4168966,36.32879231,33.71750813,27.79293525,30.29252632,24.2675003,96.37959814,92.00281635,79.14867391,91.95026441,91.44098119,87.86378032,91.64445287,91.33791806,91.56238021,83.88465754
183,X2013.26,27,0,2013,31.71063978,24.28765658,137.217757,61.06550846,94.92811552,24.28765658,23.94560001,24.56116292,24.30389591,24.1460081,23.54989126,23.55826501,20.90246774,20.45631145,19.81507405,137.217757,199.7546729,36.42990654,9.871028037,42.60794393,54.56962617,45.22570093,85.23084112,47.8046729,157.1831776,31.71063978,32.30527629,34.34197752,36.18999824,33.42068162,33.20676258,33.87177158,29.24345146,29.69678675,25.24391141,61.06550846,57.86609099,45.7036415,37.4879066,49.45322135,46.4168966,36.32879231,33.71750813,27.79293525,30.29252632,94.92811552,96.37959814,92.00281635,79.14867391,91.95026441,91.44098119,87.86378032,91.64445287,91.33791806,91.56238021
184,X2013.27,28,0,2013,32.36813154,24.15531238,92.93271028,54.2666913,93.56582539,24.15531238,24.28765658,23.94560001,24.56116292,24.30389591,24.1460081,23.54989126,23.55826501,20.90246774,20.45631145,92.93271028,137.217757,199.7546729,36.42990654,9.871028037,42.60794393,54.56962617,45.22570093,85.23084112,47.8046729,32.36813154,31.71063978,32.30527629,34.34197752,36.18999824,33.42068162,33.20676258,33.87177158,29.24345146,29.69678675,54.2666913,61.06550846,57.86609099,45.7036415,37.4879066,49.45322135,46.4168966,36.32879231,33.71750813,27.79293525,93.56582539,94.92811552,96.37959814,92.00281635,79.14867391,91.95026441,91.44098119,87.86378032,91.64445287,91.33791806
185,X2013.28,29,0,2013,32.83079362,24.26284751,85.24859813,57.90863781,92.99344507,24.26284751,24.15531238,24.28765658,23.94560001,24.56116292,24.30389591,24.1460081,23.54989126,23.55826501,20.90246774,85.24859813,92.93271028,137.217757,199.7546729,36.42990654,9.871028037,42.60794393,54.56962617,45.22570093,85.23084112,32.83079362,32.36813154,31.71063978,32.30527629,34.34197752,36.18999824,33.42068162,33.20676258,33.87177158,29.24345146,57.90863781,54.2666913,61.06550846,57.86609099,45.7036415,37.4879066,49.45322135,46.4168966,36.32879231,33.71750813,92.99344507,93.56582539,94.92811552,96.37959814,92.00281635,79.14867391,91.95026441,91.44098119,87.86378032,91.64445287
186,X2013.29,30,0,2013,30.23985102,24.42391234,53.11214953,51.58458178,90.51743903,24.42391234,24.26284751,24.15531238,24.28765658,23.94560001,24.56116292,24.30389591,24.1460081,23.54989126,23.55826501,53.11214953,85.24859813,92.93271028,137.217757,199.7546729,36.42990654,9.871028037,42.60794393,54.56962617,45.22570093,30.23985102,32.83079362,32.36813154,31.71063978,32.30527629,34.34197752,36.18999824,33.42068162,33.20676258,33.87177158,51.58458178,57.90863781,54.2666913,61.06550846,57.86609099,45.7036415,37.4879066,49.45322135,46.4168966,36.32879231,90.51743903,92.99344507,93.56582539,94.92811552,96.37959814,92.00281635,79.14867391,91.95026441,91.44098119,87.86378032
187,X2013.30,31,0,2013,33.63759441,24.52125743,63.0635514,46.09834201,89.61585971,24.52125743,24.42391234,24.26284751,24.15531238,24.28765658,23.94560001,24.56116292,24.30389591,24.1460081,23.54989126,63.0635514,53.11214953,85.24859813,92.93271028,137.217757,199.7546729,36.42990654,9.871028037,42.60794393,54.56962617,33.63759441,30.23985102,32.83079362,32.36813154,31.71063978,32.30527629,34.34197752,36.18999824,33.42068162,33.20676258,46.09834201,51.58458178,57.90863781,54.2666913,61.06550846,57.86609099,45.7036415,37.4879066,49.45322135,46.4168966,89.61585971,90.51743903,92.99344507,93.56582539,94.92811552,96.37959814,92.00281635,79.14867391,91.95026441,91.44098119
188,X2013.31,32,0,2013,31.86669592,23.71345493,56.58598131,56.63499196,91.56272787,23.71345493,24.52125743,24.42391234,24.26284751,24.15531238,24.28765658,23.94560001,24.56116292,24.30389591,24.1460081,56.58598131,63.0635514,53.11214953,85.24859813,92.93271028,137.217757,199.7546729,36.42990654,9.871028037,42.60794393,31.86669592,33.63759441,30.23985102,32.83079362,32.36813154,31.71063978,32.30527629,34.34197752,36.18999824,33.42068162,56.63499196,46.09834201,51.58458178,57.90863781,54.2666913,61.06550846,57.86609099,45.7036415,37.4879066,49.45322135,91.56272787,89.61585971,90.51743903,92.99344507,93.56582539,94.92811552,96.37959814,92.00281635,79.14867391,91.95026441
